,date,Country_Region,Confirmed,active_cases,active_rolling
857,2021-05-15,US,33003344,29610.0,33930.142857142855
320,2021-05-16,US,33020785,17441.0,33264.57142857143
323,2021-05-17,US,33048554,27769.0,32209.85714285714
1586,2021-05-18,US,33076351,27797.0,31314.714285714286
1589,2021-05-19,US,33105858,29507.0,30359.571428571428
1031,2021-05-20,US,33135702,29844.0,29118.85714285714
1028,2021-05-21,US,33164253,28551.0,27217.0
287,2021-05-22,US,33184827,20574.0,25926.14285714286
290,2021-05-23,US,33198299,13472.0,25359.14285714286
524,2021-05-24,US,33222742,24443.0,24884.0
521,2021-05-25,US,33245832,23090.0,24211.571428571428
1637,2021-05-26,US,33270365,24533.0,23501.0
1640,2021-05-27,US,33297514,27149.0,23116.0
368,2021-05-28,US,33319437,21923.0,22169.14285714286
371,2021-05-29,US,33332055,12618.0,21032.571428571428
1376,2021-05-30,US,33339027,6972.0,20104.0
1373,2021-05-31,US,33345042,6015.0,17471.428571428572
698,2021-06-01,US,33366838,21796.0,17286.571428571428
1379,2021-06-02,US,33384034,17196.0,16238.42857142857
1382,2021-06-03,US,33403139,19105.0,15089.285714285714
1205,2021-06-04,US,33420273,17134.0,14405.142857142857
1202,2021-06-05,US,33434879,14606.0,14689.142857142857
62,2021-06-06,US,33440630,5751.0,14514.714285714286
65,2021-06-07,US,33455532,14902.0,15784.285714285714
1313,2021-06-08,US,33468614,13082.0,14539.42857142857
1322,2021-06-09,US,33487603,18989.0,14795.57142857143
281,2021-06-10,US,33501967,14364.0,14118.285714285714
278,2021-06-11,US,33526801,24834.0,15218.285714285714
1040,2021-06-12,US,33535565,8764.0,14383.714285714286
1043,2021-06-13,US,33540829,5264.0,14314.142857142857
1646,2021-06-14,US,33552973,12144.0,13920.142857142857
1643,2021-06-15,US,33563871,10898.0,13608.142857142857
515,2021-06-16,US,33576446,12575.0,12691.857142857143
518,2021-06-17,US,33587069,10623.0,12157.42857142857
923,2021-06-18,US,33608434,21365.0,11661.857142857143
926,2021-06-19,US,33616942,8508.0,11625.285714285714
1439,2021-06-20,US,33621444,4502.0,11516.42857142857
1436,2021-06-21,US,33633035,11591.0,11437.42857142857
527,2021-06-22,US,33643900,10865.0,11432.714285714286
530,2021-06-23,US,33657057,13157.0,11515.857142857143
317,2021-06-24,US,33670719,13662.0,11950.0
314,2021-06-25,US,33695053,24334.0,12374.142857142857
863,2021-06-26,US,33703766,8713.0,12403.42857142857
866,2021-06-27,US,33708078,4312.0,12376.285714285714
449,2021-06-28,US,33722614,14536.0,12797.0
458,2021-06-29,US,33729397,6783.0,12213.857142857143
1091,2021-06-30,US,33745720,16323.0,12666.142857142857
1346,2021-07-01,US,33760098,14378.0,12768.42857142857
659,2021-07-02,US,33789477,29379.0,13489.142857142857
656,2021-07-03,US,33794190,4713.0,12917.714285714286
2,2021-07-04,US,33798014,3824.0,12848.0
5,2021-07-05,US,33806849,8835.0,12033.57142857143
1142,2021-07-06,US,33830260,23411.0,14409.0
1139,2021-07-07,US,33852894,22634.0,15310.57142857143
791,2021-07-08,US,33871923,19029.0,15975.0
782,2021-07-09,US,33919412,47489.0,18562.14285714286
992,2021-07-10,US,33927832,8420.0,19091.714285714286
995,2021-07-11,US,33938985,11153.0,20138.714285714286
230,2021-07-12,US,33972600,33615.0,23678.714285714286
227,2021-07-13,US,33998992,26392.0,24104.571428571428
437,2021-07-14,US,34032162,33170.0,25609.714285714286
440,2021-07-15,US,34062069,29907.0,27163.714285714286
1577,2021-07-16,US,34139548,77479.0,31448.0
1574,2021-07-17,US,34151434,11886.0,31943.14285714286
302,2021-07-18,US,34171409,19975.0,33203.42857142857
299,2021-07-19,US,34223530,52121.0,35847.142857142855
605,2021-07-20,US,34264102,40572.0,37872.857142857145
608,2021-07-21,US,34314688,50586.0,40360.857142857145
1514,2021-07-22,US,34369354,54666.0,43897.857142857145
1511,2021-07-23,US,34488750,119396.0,49886.0
908,2021-07-24,US,34513930,25180.0,51785.142857142855
911,2021-07-25,US,34539564,25634.0,52593.57142857143
359,2021-07-26,US,34626086,86522.0,57508.0
356,2021-07-27,US,34694822,68736.0,61531.42857142857
1634,2021-07-28,US,34764252,69430.0,64223.42857142857
1628,2021-07-29,US,34843539,79287.0,67740.71428571429
182,2021-07-30,US,35031610,188071.0,77551.42857142857
185,2021-07-31,US,35064270,32660.0,78620.0
920,2021-08-01,US,35107206,42936.0,81091.71428571429
380,2021-08-02,US,35227423,120217.0,85905.28571428571
383,2021-08-03,US,35330623,103200.0,90828.71428571429
602,2021-08-04,US,35427293,96670.0,94720.14285714286
599,2021-08-05,US,35538203,110910.0,99237.71428571429
1493,2021-08-06,US,35793497,255294.0,108841.0
1496,2021-08-07,US,35842578,49081.0,111186.85714285714
275,2021-08-08,US,35870455,27877.0,109035.57142857143
284,2021-08-09,US,36050191,179736.0,117538.28571428571
1319,2021-08-10,US,36171399,121208.0,120110.85714285714
1316,2021-08-11,US,36327654,156255.0,128623.0
830,2021-08-12,US,36469848,142194.0,133092.14285714287
833,2021-08-13,US,36699692,229844.0,129456.42857142857
176,2021-08-14,US,36749122,49430.0,129506.28571428571
173,2021-08-15,US,36791187,42065.0,131533.14285714287
1124,2021-08-16,US,37010615,219428.0,137203.42857142858
1127,2021-08-17,US,37163415,152800.0,141716.57142857142
701,2021-08-18,US,37322014,158599.0,142051.42857142858
704,2021-08-19,US,37479239,157225.0,144198.7142857143
17,2021-08-20,US,37724906,245667.0,146459.14285714287
14,2021-08-21,US,37791423,66517.0,148900.14285714287
1148,2021-08-22,US,37827790,36367.0,148086.14285714287
1151,2021-08-23,US,38065190,237400.0,150653.57142857142
1337,2021-08-24,US,38222308,157118.0,151270.42857142858
1334,2021-08-25,US,38391732,169424.0,152816.85714285713
650,2021-08-26,US,38576172,184440.0,156704.7142857143
653,2021-08-27,US,38819716,243544.0,156401.42857142858
1088,2021-08-28,US,38880969,61253.0,155649.42857142858
1094,2021-08-29,US,38923284,42315.0,156499.14285714287
455,2021-08-30,US,39182561,259277.0,159624.42857142858
452,2021-08-31,US,39353834,171273.0,161646.57142857142
305,2021-09-01,US,39556084,202250.0,166336.0
842,2021-09-02,US,39731162,175078.0,164998.57142857142
839,2021-09-03,US,39966757,235595.0,163863.0
1442,2021-09-04,US,40036141,69384.0,165024.57142857142
1445,2021-09-05,US,40080097,43956.0,165259.0
548,2021-09-06,US,40158154,78057.0,139370.42857142858
545,2021-09-07,US,40423580,265426.0,152820.85714285713
998,2021-09-08,US,40606607,183027.0,150074.7142857143
989,2021-09-09,US,40766736,160129.0,147939.14285714287
785,2021-09-10,US,40994961,228225.0,146886.2857142857
788,2021-09-11,US,41064168,69207.0,146861.0
1277,2021-09-12,US,41103960,39792.0,146266.14285714287
1274,2021-09-13,US,41356020,252060.0,171123.7142857143
1097,2021-09-14,US,41502216,146196.0,154090.85714285713
1100,2021-09-15,US,41672793,170577.0,152312.2857142857
152,2021-09-16,US,41828301,155508.0,151652.14285714287
149,2021-09-17,US,42037171,208870.0,148887.14285714287
1343,2021-09-18,US,42097644,60473.0,147639.42857142858
1340,2021-09-19,US,42137162,39518.0,147600.2857142857
1190,2021-09-20,US,42332050,194888.0,139432.85714285713
1193,2021-09-21,US,42453701,121651.0,135926.42857142858
56,2021-09-22,US,42586824,133123.0,130575.85714285714
53,2021-09-23,US,42713293,126469.0,126427.42857142857
707,2021-09-24,US,42890193,176900.0,121860.28571428571
710,2021-09-25,US,42941060,50867.0,120488.0
1388,2021-09-26,US,42989128,48068.0,121709.42857142857
1385,2021-09-27,US,43158503,169375.0,118064.71428571429
188,2021-09-28,US,43269881,111378.0,116597.14285714286
179,2021-09-29,US,43393295,123414.0,115210.14285714286
1631,2021-09-30,US,43503243,109948.0,112850.0
59,2021-10-01,US,43656123,152880.0,109418.57142857143
1199,2021-10-02,US,43698610,42487.0,108221.42857142857
1196,2021-10-03,US,43739184,40574.0,107150.85714285714
1391,2021-10-04,US,43894148,154964.0,105092.14285714286
1394,2021-10-05,US,43991524,97376.0,103091.85714285714
716,2021-10-06,US,44102113,110589.0,101259.71428571429
713,2021-10-07,US,44202658,100545.0,99916.42857142857
1136,2021-10-08,US,44329132,126474.0,96144.14285714286
1133,2021-10-09,US,44359574,30442.0,94423.42857142857
509,2021-10-10,US,44395776,36202.0,93798.85714285714
512,2021-10-11,US,44500253,104477.0,86586.42857142857
1625,2021-10-12,US,44606614,106361.0,87870.0
1622,2021-10-13,US,44728187,121573.0,89439.14285714286
1046,2021-10-14,US,44814568,86381.0,87415.71428571429
1049,2021-10-15,US,44924368,109800.0,85033.71428571429
296,2021-10-16,US,44958983,34615.0,85629.85714285714
293,2021-10-17,US,44990096,31113.0,84902.85714285714
1508,2021-10-18,US,45094862,104766.0,84944.14285714286
1505,2021-10-19,US,45175808,80946.0,81313.42857142857
845,2021-10-20,US,45267256,91448.0,77009.85714285714
848,2021-10-21,US,45346152,78896.0,75940.57142857143
311,2021-10-22,US,45441301,95149.0,73847.57142857143
308,2021-10-23,US,45470179,28878.0,73028.0
551,2021-10-24,US,45487602,17423.0,71072.28571428571
554,2021-10-25,US,45603955,116353.0,72727.57142857143
1451,2021-10-26,US,45672673,68718.0,70980.71428571429
1448,2021-10-27,US,45773574,100901.0,72331.14285714286
236,2021-10-28,US,45851120,77546.0,72138.28571428571
233,2021-10-29,US,45944705,93585.0,71914.85714285714
1268,2021-10-30,US,45976351,31646.0,72310.28571428571
1271,2021-10-31,US,46007342,30991.0,74248.57142857143
1145,2021-11-01,US,46122948,115606.0,74141.85714285714
8,2021-11-02,US,46194029,71081.0,74479.42857142857
11,2021-11-03,US,46278614,84585.0,72148.57142857143
647,2021-11-04,US,46360436,81822.0,72759.42857142857
644,2021-11-05,US,46456541,96105.0,73119.42857142857
1328,2021-11-06,US,46489437,32896.0,73298.0
1331,2021-11-07,US,46524743,35306.0,73914.42857142857
140,2021-11-08,US,46637056,112313.0,73444.0
143,2021-11-09,US,46717357,80301.0,74761.14285714286
1583,2021-11-10,US,46812332,94975.0,76245.42857142857
1580,2021-11-11,US,46867831,55499.0,72485.0
461,2021-11-12,US,47014360,146529.0,79688.42857142857
464,2021-11-13,US,47055324,40964.0,80841.0
224,2021-11-14,US,47085614,30290.0,80124.42857142857
221,2021-11-15,US,47224576,138962.0,83931.42857142857
977,2021-11-16,US,47312202,87626.0,84977.85714285714
980,2021-11-17,US,47423606,111404.0,87324.85714285714
533,2021-11-18,US,47533702,110096.0,95124.42857142857
536,2021-11-19,US,47659290,125588.0,92132.85714285714
377,2021-11-20,US,47700783,41493.0,92208.42857142857
374,2021-11-21,US,47738554,37771.0,93277.14285714286
914,2021-11-22,US,47889042,150488.0,94923.71428571429
917,2021-11-23,US,47981453,92411.0,95607.28571428571
1490,2021-11-24,US,48092823,111370.0,95602.42857142857
1487,2021-11-25,US,48125425,32602.0,84531.85714285714
593,2021-11-26,US,48176523,51098.0,73890.42857142857
596,2021-11-27,US,48201079,24556.0,71470.85714285714
1034,2021-11-28,US,48241903,40824.0,71907.0
1037,2021-11-29,US,48438876,196973.0,78547.71428571429
836,2021-11-30,US,48555974,117098.0,82074.42857142857
1325,2021-12-01,US,48691353,135379.0,85504.28571428571
